Symbol,Description,Price/Earnings (TTM),Price/Earnings (MRFY),Annual Dividend Yield,Price/Earnings (FYF),Price/Book (MRQ),Price/Sales (TTM),Price/Cash Flow (MRFY),Net Profit Margin (MRFY),Debt to Equity (MRQ),Return on Equity (TTM),Return on Assets (MRFY),Count
ERII,Energy Recovery Inc,39.91,24.92,--,58.53,4.07,6.44,21.12,29.65%,0,11.41%,7.49%,1
ES,Eversource Energy,30.27,25.86,2.54%,24.46,2.25,3.22,14.65,12.34%,1.14,7.61%,2.34%,1
ESALY,Eisai Co Ltd,41.02,37.37,--,28.81,3.88,3.88,26.26,10.34%,0.09,9.32%,5.50%,1
ESCA,Escalade Inc,16.75,6.55,5.25%,9.52,1.08,0.74,5.46,11.96%,0.04,6.53%,5.40%,1
ESE,ESCO Technologies Inc,30.9,30.9,0.33%,29.75,3.02,3.07,20.59,9.97%,0.32,10.22%,5.93%,1
ESINQ,ITT Educational Services Inc,0,0,--,0,0,0,0,2.74%,0.7,13.08%,3.16%,1
ESNT,Essent Group Ltd,9.25,10.62,1.18%,9.06,1.75,5.99,10.59,64.97%,0.08,21.19%,16.00%,1
ESOA,Energy Services Of America Corp,20.61,8.31,6.25%,0.8,0.45,0.06,1.9,1.14%,0.45,7.02%,3.60%,1
ESP,Espey MFG and Electronics Corp,21.13,21.29,4.79%,20.88,1.59,1.47,17.4,6.42%,0,7.59%,6.39%,1
ESQ,Esquire Financial Holdings Inc,15.21,22.77,--,25.72,1.81,4.45,21.19,24.54%,0,13.45%,1.87%,1
ESRT,Empire State Realty Trust Inc,43.87,35.53,3.02%,74.73,2.05,3.42,8.83,16.03%,1.36,4.58%,2.36%,1
ESS,Essex Property Trust Inc,46.54,51.22,2.58%,50.09,3.21,13.9,22.37,29.54%,0.97,6.83%,3.56%,1
ESSA,ESSA Bancorp Inc,14.77,14.8,2.53%,17.4,1.04,3.56,14.02,22.88%,0,6.85%,0.69%,1
ESTE,Earthstone Energy Inc,4.41,4.03,--,6.91,1.13,2.36,2.74,57.58%,0.36,12.36%,8.83%,1
ESWW,Environmental Solutions Worldwide Inc,0.47,0.27,--,15.25,0.13,0.08,0.17,44.99%,0.18,112.45%,58.39%,1
ESXB,Community Bankers Trust Corp,13.11,14.43,1.83%,12.74,1.28,3.57,12.47,26.50%,0.03,10.56%,1.08%,1
ET,Energy Transfer LP,10.82,9.91,9.19%,9.33,1.67,0.66,5.52,6.71%,2.24,32.23%,4.89%,1
ETCC,Environmental Tectonics Corp,7.51,4.24,--,0.73,0.57,0.14,1.75,6.60%,0,13.38%,4.17%,1
ETFC,E*TRADE Financial Corp,11.2,11.92,1.21%,11.93,1.79,3.27,8.3,34.65%,0.21,16.94%,1.67%,1
ETH,Ethan Allen Interiors Inc,15.26,18.34,4.77%,11.35,1.26,0.64,10.34,3.44%,0,8.14%,5.14%,1
ETN,Eaton Corporation PLC,16.89,19.35,2.99%,16.6,2.48,1.82,12.88,9.93%,0.51,14.66%,7.53%,1
ETR,Entergy Corp,30.17,26.06,3.08%,22.57,2.39,2.2,8.31,7.83%,1.65,8.55%,1.63%,1
ETRN,Equitrans Midstream Corp,110.14,10.95,14.81%,7.29,2.7,1.95,4.2,34.69%,5.22,3.45%,1.40%,1
ETSY,Etsy Inc,53.53,72.03,--,69.68,14.04,7.3,50.55,13.48%,2.14,28.00%,9.12%,1
EV,Eaton Vance Corp,13.46,13.48,3.18%,13.34,4.52,3.18,11.96,25.18%,1.89,34.91%,10.79%,1
EVA,Enviva Partners LP,"8,555.05",147.26,7.18%,50.68,3.07,1.91,26.11,1.21%,1.81,1.58%,0.65%,1
EVBN,Evans Bancorp Inc,11.1,11.98,2.62%,11.38,1.35,2.84,10.76,25.82%,0.08,13.10%,1.25%,1
EVI,EVI Industries Inc,93.37,86.7,--,25.12,3.53,1.32,49.33,1.64%,0.48,4.31%,2.52%,1
EVK,Ever-Glory International Group Inc,4.15,1.85,--,1.5,0.19,0.05,1.23,2.55%,0,4.97%,1.86%,1
EVR,Evercore Inc,9.22,8.95,3.11%,9.68,3.85,1.59,7.19,21.28%,0.49,49.69%,21.47%,1
EVRG,Evergy Inc,24.81,25.78,3.13%,22.32,1.71,2.82,12.17,12.77%,1.02,6.47%,2.43%,1
EVTC,Evertec Inc,26.01,29.98,0.58%,17.64,10.2,5.22,16.7,19.07%,2.1,43.26%,10.36%,1
EW,Edwards Lifesciences Corp,60.26,67.39,--,41.58,12.73,11.7,59.56,19.82%,0.16,22.85%,13.75%,1
EWBC,East West Bancorp Inc,10.47,9.81,2.33%,10.54,1.41,4.16,8.16,44.11%,0.03,14.46%,1.60%,1
EXC,Exelon Corp,19.44,22.3,3.13%,14.77,1.4,1.29,5.56,5.87%,1.01,7.34%,2.07%,1
EXEL,Exelixis Inc,9.36,8.3,--,19.39,3.47,5.82,7.98,80.82%,0,48.61%,43.60%,1
EXLS,Exlservice Holdings Inc,48.56,43.34,--,23.3,3.71,2.48,22.67,6.47%,0.35,8.24%,4.62%,1
EXP,Eagle Materials Inc,84.86,62.01,0.44%,17.03,3.75,2.7,19.79,4.94%,0.92,3.52%,1.83%,1
EXPD,Expeditors International of Washington Inc,20.81,21.55,1.30%,21.83,5.95,1.57,18.98,7.85%,0,31.16%,18.47%,1
EXPE,Expedia Group Inc,33.16,41.68,1.23%,18.25,3.85,1.35,11.82,3.55%,1,11.81%,2.56%,1
EXPO,Exponent Inc,47.76,52.69,0.91%,46.92,10.23,9.12,46.37,19.04%,0,23.08%,15.48%,1
EXR,Extra Space Storage Inc,34.33,34.62,3.34%,35.17,5.53,10.9,21.27,37.36%,1.91,16.61%,5.46%,1
EYE,National Vision Holdings Inc,351.62,109.04,--,45.76,3.37,1.54,26.35,1.54%,0.76,1.13%,0.46%,1
EZPW,EZCORP Inc,117.46,118.21,--,7.79,0.47,0.41,11.5,0.21%,0.32,0.40%,0.15%,1
F,Ford Motor Co,25.04,10.41,6.49%,7.5,1.07,0.23,2.85,2.23%,2.81,4.11%,0.59%,1
FABK,First Advantage Bancorp,16.78,16.07,2.09%,28.69,1.4,3.71,13.04,25.66%,0,9.43%,1.12%,1
FABU,FAB Universal Corp,0,0,--,0,0,0,0,18.63%,0.1,10.24%,7.16%,1
FACO,First Acceptance Corp,8.34,8.31,--,0.79,0.5,0.09,4.82,1.12%,0.62,5.69%,0.98%,1
FAF,First American Financial Corp,11.59,14.01,2.86%,10.77,1.55,1.12,10.96,8.28%,0.23,14.53%,4.99%,1
FANG,Diamondback Energy Inc,13.32,11.45,0.81%,14.51,1.06,4.24,9.44,43.42%,0.34,10.35%,6.55%,1
FANH,Fanhua Inc,18.79,18.46,4.38%,26.18,5.13,3.51,26.38,12.75%,0,20.86%,10.63%,1
FAST,Fastenal Co,27.07,28.14,2.42%,26.29,8.06,3.94,23.68,14.94%,0.17,31.31%,21.90%,1
FB,Facebook Inc,34.85,28.81,--,34,6.62,9.35,23.53,39.60%,0,20.67%,16.62%,1
FBAK,First National Bank Alaska,22.81,15.11,4.96%,258,1.68,5.82,13.86,34.18%,0,7.52%,1.05%,1
FBC,Flagstar Bancorp Inc,10.26,11.91,0.42%,11.21,1.24,1.95,8.88,19.98%,0.29,13.16%,1.05%,1
FBHS,Fortune Brands Home & Security Inc,22.78,24.8,1.43%,18.72,3.99,1.63,17.09,7.21%,0.83,18.23%,6.68%,1
FBIZ,First Business Financial Services Inc,10.45,13.97,2.31%,10.07,1.18,2.5,12.55,19.07%,0.18,11.52%,1.08%,1
FBK,FB Financial Corp,15.43,15.21,0.83%,13.85,1.61,3.45,13.67,23.97%,0.41,11.32%,1.42%,1
FBMS,First Bancshares Inc (Mississippi),14.38,20.99,0.94%,12.11,1.22,4.59,25.11,20.13%,0.17,10.11%,1.29%,1
FBNC,First Bancorp,12.01,12.76,1.88%,12.07,1.36,4.11,11.12,33.16%,0.36,12.01%,1.61%,1
FBP,First Bancorp,9.75,11.22,1.94%,13.77,1.03,3.44,10.29,33.18%,0.08,11.31%,1.88%,1
FBSS,Fauquier Bankshares Inc,11.84,13.13,2.35%,21.32,1.22,2.67,10.92,20.77%,0.06,10.98%,0.98%,1
FCAP,First Capital Inc,24.03,27,1.28%,74.9,2.6,6.97,23.96,27.71%,0,11.70%,1.29%,1
FCBC,First Community Bankshares Inc,12.53,14.6,3.29%,30.38,1.4,3.97,12.54,29.56%,0,11.41%,1.72%,1
FCBI,Frederick County Bancorp Inc,25.45,19.15,0.89%,36,1.53,3.42,15.71,18.70%,0.16,6.22%,0.51%,1
FCBP,First Choice Bancorp,10.69,15.98,3.87%,10.62,1.16,3.49,19.02,25.14%,0,11.28%,1.76%,1
FCCO,First Community Corp (South Carolina),14.39,14.18,2.14%,14.47,1.28,3.19,11.49,24.20%,0.13,9.66%,0.99%,1
FCCY,1st Constitution Bancorp,13.99,15.73,1.36%,13.66,1.38,4.18,16.72,23.41%,0.13,10.43%,1.08%,1
FCF,First Commonwealth Financial Corp,13.22,13.03,2.84%,12.69,1.33,3.96,12.01,31.44%,0.16,10.45%,1.33%,1
FCFS,FirstCash Inc,23.08,24.63,1.30%,21.47,3.07,1.92,18.25,8.52%,0.48,11.86%,6.92%,1
FCN,FTI Consulting Inc,20.71,29.14,--,19.49,2.96,1.92,22.67,7.46%,0.19,15.08%,7.98%,1
FCNCA,First Citizens BancShares Inc (Delaware),13.45,16.34,0.30%,526.3,1.61,3.27,11,23.90%,0.07,12.59%,1.22%,1
FCPT,Four Corners Property Trust Inc,25.22,21.54,4.43%,26.26,2.8,12.07,17.79,57.74%,0.92,11.10%,5.83%,1
FCX,Freeport-McMoRan Inc,190.41,7.55,1.55%,"6,450.00",1.98,1.32,4.13,14.91%,1.05,1.03%,0.02%,1
FDBC,Fidelity D&D Bancorp Inc,19.87,21.03,1.84%,60.99,2.2,5.56,16.43,27.76%,0,12.02%,1.19%,1
FDEF,First Defiance Financial Corp,12.59,13.62,2.86%,12.44,1.45,3.89,11.54,31.36%,0.09,12.06%,1.52%,1
FDLB,Fidelity Federal Bancorp,75.37,74.1,--,40,2.25,4.43,34.72,6.77%,0.64,3.19%,0.25%,1
FDS,Factset Research Systems Inc,28.46,29.47,1.09%,26.42,14.51,6.92,24.5,24.34%,0.83,58.61%,23.10%,1
FDX,FedEx Corp,240.8,89.45,1.66%,14.51,2.19,0.59,10.71,0.67%,1,0.91%,0.28%,1
FE,FirstEnergy Corp,19.96,34.66,3.27%,18.95,3.54,2.32,12.15,9.29%,2.67,18.07%,3.19%,1
FELE,Franklin Electric Co Inc,27.8,26.04,0.99%,26.96,3.49,2.06,18.73,8.14%,0.12,12.96%,8.15%,1
FERGY,Ferguson PLC,20.15,20.15,2.26%,17.73,4.88,0.95,15.48,4.82%,0.53,25.24%,9.85%,1
FF,FutureFuel Corp,28.86,9.58,2.06%,11.64,1.26,2.03,7.94,18.27%,0,4.39%,3.65%,1
FFBC,First Financial Bancorp,11.95,12.86,3.72%,11.58,1.1,4,12.51,31.23%,0.22,9.51%,1.44%,1
FFDF,FFD Financial Corp,47.7,53.26,2.68%,70.99,3.64,7.87,37.65,15.51%,0,7.86%,0.68%,1
FFG,FBL Financial Group Inc,14.89,15.64,3.27%,12.82,0.96,1.95,14.61,12.33%,0.06,7.23%,0.93%,1
FFIC,Flushing Financial Corp,14.74,10.94,4.00%,13.13,1.04,3.59,9.71,30.99%,0.21,7.34%,0.60%,1
FFIN,First Financial Bankshares Inc,29.05,31.15,1.40%,28.68,3.85,12.53,30.05,40.04%,0,14.65%,2.06%,1
FFIV,F5 Networks Inc,19.08,19.1,--,13.05,4.63,3.66,16.51,19.07%,0,28.08%,14.27%,1
FFNW,First Financial Northwest Inc,15.28,10.44,2.42%,15.04,0.99,3.6,9.27,33.82%,0,6.39%,0.78%,1
FFWM,First Foundation Inc,13.7,16.68,1.19%,13.76,1.24,3.62,16.44,22.45%,0.03,9.72%,0.93%,1
FGBI,First Guaranty Bancshares Inc,16.54,14.91,2.93%,21.87,1.31,3.21,12.17,22.81%,0.2,8.42%,0.72%,1
FHB,First Hawaiian Inc,13.79,14.71,3.67%,13.26,1.4,4.91,11.64,35.47%,0,10.89%,1.36%,1
FHN,First Horizon National Corp,12.41,9.83,3.46%,10.06,1.09,2.82,8.07,28.64%,0.25,9.25%,1.02%,1
FHRT,First Hartford Corp,1.19,3.92,--,3,2.05,0.09,0.85,2.55%,66.81,907.66%,2.68%,1
FIBK,First Interstate BancSystem Inc,15.14,14.81,3.04%,14.42,1.34,4.19,14.15,27.82%,0.05,9.29%,1.20%,1
FICO,Fair Isaac Corp,63.71,63.7,--,47.89,40.36,10.09,52.6,16.56%,2.09,66.57%,13.90%,1
FII,Federated Investors Inc,13.31,15.21,3.25%,12.95,3.54,2.63,13.92,19.57%,0.13,27.29%,15.48%,1
FINN,First National of Nebraska Inc,39.96,45.52,1.23%,"11,000.00",4.38,3.43,21.79,8.63%,0.1,11.48%,0.95%,1
FINV,FinVolution Group,1.35,2.29,7.45%,2.34,0.71,0.93,2.16,56.76%,0,42.75%,17.43%,1
FIS,Fidelity National Information Services Inc,66.81,55.7,0.99%,25.77,1.77,9.53,37.67,10.64%,0.34,2.54%,1.47%,1
FISI,Financial Institutions Inc,12.11,13.25,3.16%,11.21,1.22,3,11.35,24.81%,0.09,10.58%,1.01%,1
FISV,Fiserv Inc,54.23,40.18,--,29.22,2.44,10.35,45.45,20.54%,0.68,5.28%,2.13%,1
FITB,Fifth Third Bancorp,9.69,9.74,3.23%,10.57,1.09,2.73,8.52,31.65%,0.68,12.57%,1.44%,1
FIVE,Five Below Inc,44.33,45.55,--,38.29,10.46,3.83,35.32,9.60%,0,26.30%,11.47%,1
FIX,Comfort Systems USA Inc,17.02,16.05,0.83%,16.57,3.17,0.71,11.36,5.17%,0.41,20.07%,8.34%,1
FIZZ,National Beverage Corp,18.39,15.43,--,18.75,5.34,2.21,13.8,13.89%,0,28.59%,21.27%,1
FJTSY,Fujitsu Ltd,25.89,21.7,--,20.32,1.93,0.58,8.56,2.80%,0.22,7.45%,2.80%,1
FKYS,First Keystone Corp,13.92,15.1,4.45%,24.25,1.1,4.09,13.59,28.33%,0.43,8.36%,0.99%,1
FL,Foot Locker Inc,8.49,8.85,3.89%,7.93,1.82,0.51,5.95,6.46%,0.05,21.03%,9.96%,1
FLIC,First of Long Island Corp,14.02,14.52,3.05%,13.68,1.47,5.29,12.53,39.67%,0.93,11.04%,1.01%,1
FLIR,FLIR Systems Inc,27.65,26.79,1.26%,23.41,3.87,3.92,20.75,15.91%,0.34,14.09%,8.87%,1
FLMN,Falcon Minerals Corp,16.58,3.49,8.06%,19.09,4.35,7.05,4.97,101.82%,0.29,13.59%,13.85%,1
FLO,Flowers Foods Inc,25.98,30.39,3.49%,22.72,3.56,1.13,15.57,3.84%,0.69,13.82%,6.02%,1
FLOW,SPX FLOW Inc,54.91,30.31,--,24.85,2.07,1.19,15.95,3.20%,0.72,3.74%,1.49%,1
FLS,Flowserve Corp,27.18,57.37,1.53%,22.77,3.73,1.69,28.12,3.11%,0.77,14.37%,5.32%,1
FLT,Fleetcor Technologies Inc,27.38,32.23,--,24.89,6.51,9.78,22.85,34.35%,0.85,25.82%,8.25%,1
FLWS,1-800-Flowers.Com Inc,25.61,26.55,--,24.2,2.72,0.71,13.84,2.78%,0.28,11.76%,6.10%,1
FLY,FLY Leasing Ltd,3.41,6.73,--,2.97,0.75,1.11,2.6,20.49%,3.17,24.54%,4.48%,1
FMAO,Farmers & Merchants Bancorp Inc,18.74,18.31,2.17%,17.16,1.45,5.3,19.12,29.47%,0,9.13%,1.26%,1
FMBH,First Mid Bancshares Inc,12.51,13.74,2.19%,12.18,1.11,3.29,12.99,25.38%,0.06,9.78%,1.28%,1
FMBI,First Midwest Bancorp Inc,12.93,15.62,2.49%,11.35,1.06,3.38,14.32,22.56%,0.1,8.76%,1.14%,1
FMBM,F & M Bank Corp,18.53,11.52,3.74%,27.79,1.04,2.12,8.89,22.81%,0,6.27%,0.73%,1
FMC,FMC Corp,19.04,20.45,1.80%,16.78,4.79,2.74,15.27,14.03%,1.14,24.05%,7.20%,1
FMCB,Farmers & Merchants Bancorp,11.17,13.62,1.83%,774,1.71,3.91,12.65,32.35%,0.03,16.60%,1.61%,1
FMNB,Farmers National Banc Corp,12.78,13.66,2.52%,12.72,1.5,4.04,12.37,31.32%,0.15,12.83%,1.47%,1
FMX,Fomento Economico Mexicano SAB de CV,32.22,31.44,1.57%,27.58,2.57,1.26,15.21,4.99%,0.59,8.14%,4.86%,1
FN,Fabrinet,20.43,20.06,--,17.31,2.69,1.49,15.9,7.63%,0.05,14.37%,9.77%,1
FNB,F.N.B. Corp,10.4,10.94,3.89%,10.45,0.85,3.31,8.42,31.03%,0.08,8.46%,1.18%,1
FNCB,FNCB Bancorp Inc,10.23,10.4,2.42%,8.25,1.26,3.44,10.2,27.64%,0.08,13.37%,1.20%,1
FND,Floor & Decor Holdings Inc,37.58,43.27,--,43.19,6.65,2.46,28.8,6.73%,0.2,20.61%,8.06%,1
FNF,Fidelity National Financial Inc,16.54,20.26,2.88%,13.57,2.45,1.61,15.51,8.30%,0.16,15.59%,7.73%,1
FNFI,First Niles Financial Inc,14.98,10.79,2.82%,8.5,0.73,3.08,8.75,31.69%,0,4.70%,0.76%,1
FNHM,FNBH Bancorp Inc,20.39,20.53,--,2.3,2.03,5.37,18.1,25.50%,0,14.61%,0.98%,1
FNKO,Funko Inc,19.35,42.26,--,12.71,3.4,0.94,11.34,4.13%,0.93,11.84%,7.02%,1
FNLC,First Bancorp Inc,12.86,13.74,4.03%,29.8,1.56,4.95,12.8,37.47%,0,12.82%,1.26%,1
FNRN,First Northern Community Bancorp,9.72,11.21,--,11.45,1.09,2.61,10.73,24.34%,0,12.28%,1.15%,1
FNWB,First Northwest Bancorp,19.23,25.13,0.94%,17.11,1.04,4.15,21.14,16.64%,0,5.11%,0.72%,1
FOE,Ferro Corp,25.11,15.56,--,12.51,3.18,0.78,8.9,5.02%,2.19,12.76%,2.70%,1
FONR,Fonar Corp,9.36,9.32,--,19.51,1.1,1.51,5.64,23.53%,0,12.75%,14.30%,1
FOR,Forestar Group Inc,25.37,25.36,--,20.64,1.18,2.23,22.24,8.48%,0.57,4.45%,3.09%,1
FORM,FormFactor Inc,19.14,19.06,--,27.67,3.25,3.62,13.51,19.64%,0,19.16%,14.63%,1
FORTY,Formula Systems 1985 Ltd,24.27,28.73,1.55%,63.05,2.24,0.67,8.77,5.16%,0.71,10.08%,5.05%,1
FOXA,Fox Corp,15.33,14.3,1.25%,15.89,2.21,1.96,12.2,14.43%,0.65,13.95%,8.90%,1
FOXF,Fox Factory Holding Corp,28.87,30.99,--,24.98,6.49,3.57,25.87,13.79%,0.18,26.07%,17.02%,1
FR,First Industrial Realty Trust Inc,27.46,31.84,2.21%,31.9,3.13,12.6,18.33,41.42%,0.83,11.58%,6.06%,1
FRAF,Franklin Financial Services Corp,10.49,26.56,3.25%,36.94,1.27,2.88,21.53,11.50%,0,12.93%,1.24%,1
FRBK,Republic First Bancorp Inc,207.67,26.86,--,-97.5,0.92,2.27,16.31,8.97%,0.04,0.47%,0.04%,1
FRC,First Republic Bank,22.42,23.78,0.66%,22.47,2.27,5.88,21.16,28.04%,0.14,10.75%,0.88%,1
FRFC,First Robinson Financial Cororation,13.37,13.37,2.00%,59.99,1.83,3.66,13.73,20.45%,0,14.30%,0.92%,1
FRHC,Freedom Holding Corp,30,120.6,--,14.8,6.43,7.74,93.74,9.12%,0.2,23.60%,7.71%,1
FRME,First Merchants Corp,12.91,12.71,2.54%,12.88,1.29,5.31,13.55,38.32%,0.08,10.18%,1.43%,1
FRMO,FRMO Corp,246.62,62.76,--,6.57,2.27,37.31,16.87,240.73%,0,0.94%,-0.95%,1
FRPH,FRP Holdings Inc,67.38,220.6,--,51.15,1.35,21.28,56.73,4.35%,0.24,2.04%,1.34%,1
FRT,Federal Realty Investment Trust,37.45,41.76,3.34%,36.38,4.12,10.2,20.09,25.90%,1.36,11.23%,4.13%,1
FSB,Franklin Financial Network Inc,21.8,14.25,0.72%,16.66,1.2,4,13.04,29.72%,0.15,6.00%,0.58%,1
FSBW,FS Bancorp Inc,9.37,9.74,1.31%,11.62,1.41,2.8,9.22,30.84%,0.05,17.40%,1.98%,1
FSFG,First Savings Financial Group Inc,9.64,9.64,0.97%,9.88,1.28,1.84,8.27,20.25%,0.16,14.72%,1.51%,1
FSI,Flexible Solutions International Inc,24.48,11.53,6.17%,13.5,1.64,1.05,10.72,13.58%,0.24,6.70%,6.20%,1
FSP,Franklin Street Properties Corp,200.26,64.33,4.59%,174.22,1.06,3.15,7.84,4.86%,1.22,0.51%,0.22%,1
FSS,Federal Signal Corp,18.18,21.48,0.97%,18.92,3.29,1.68,15.3,8.60%,0.41,19.87%,10.16%,1
FTAI,Fortress Transportation and Infrastructure Investors LLC,40.18,270.27,6.95%,24.61,1.52,2.76,11.23,-4.13%,1.31,3.94%,0.93%,1
FTDL,FirsTime Design Ltd,5.47,5.52,--,2.71,1.04,0.37,4.06,9.14%,0,19.62%,15.47%,1
FTLF,FitLife Brands Inc,8.11,38.87,--,14.35,3.65,0.8,32.75,2.98%,0,80.67%,33.46%,1
FTNT,Fortinet Inc,46.99,54.59,--,47.55,16.31,9.54,46.5,20.25%,0,40.77%,13.52%,1
FTV,Fortive Corp,46.11,31.43,0.36%,22.72,3.66,4.14,23.15,14.03%,0.7,8.85%,4.22%,1
FUJIY,Fujifilm Holdings Corp,17.93,17.79,--,14.58,1.17,1.26,10.49,6.44%,0.2,6.49%,4.48%,1
FUL,HB Fuller Co,18.08,18.71,1.33%,16.06,2.09,0.84,9.07,4.13%,1.77,11.99%,3.14%,1
FULT,Fulton Financial Corp,12.37,14.56,3.03%,12.22,1.21,3.27,11.93,25.23%,0.17,10.27%,1.12%,1
FUN,Cedar Fair LP,22.76,26.46,6.88%,17.36,71.99,2.1,11.31,8.66%,50.3,204.16%,5.73%,1
FUNC,First United Corp,13.6,16.06,2.15%,24.2,1.33,2.76,13.13,17.97%,0.24,10.31%,0.91%,1
FUSB,First US Bancshares Inc,16.81,31.83,1.01%,11.91,0.88,1.74,18.78,6.50%,0,5.99%,0.61%,1
FVCB,FVCBankcorp Inc,18.84,20.39,--,16.3,1.37,4.78,20.88,26.21%,0.14,8.61%,0.99%,1
FWRD,Forward Air Corp,21.96,22.12,1.04%,22.07,3.44,1.4,14.5,6.97%,0.13,16.16%,10.51%,1
FXNC,First National Corp,11.39,10.27,1.71%,21,1.39,2.85,8.74,27.55%,0.19,13.18%,1.20%,1
G,Genpact Ltd,28.01,29.23,0.78%,21.37,5.15,2.42,21.1,9.59%,0.61,20.88%,7.99%,1
GABA,Georgia Bancshares Inc,0,0,--,0,0,0,0,18.30%,0,11.95%,1.08%,1
GABC,German American Bancorp Inc,16.4,17.72,1.93%,15.07,1.67,5.15,17.74,30.68%,0.01,11.58%,1.41%,1
GATX,GATX Corp,15.81,15.82,2.29%,15.49,1.58,2.03,5.85,10.62%,2.56,10.34%,1.70%,1
GBCI,Glacier Bancorp Inc,18.87,20.39,2.62%,18.75,2.09,6.66,20.01,32.93%,0.08,11.77%,1.58%,1
GBL,GAMCO Investors Inc,6.46,4.59,0.43%,18.69,15.74,1.67,4.36,34.32%,0.91,787.92%,54.29%,1
GBX,Greenbrier Companies Inc,13.11,12.86,3.92%,10.48,0.7,0.28,4.6,3.68%,0.66,4.79%,4.09%,1
GCBC,Greene County Bancorp Inc,13.77,14.15,1.52%,28.98,2.12,5.01,13.65,36.15%,0,16.62%,1.38%,1
GCO,Genesco Inc,12.62,17.67,--,11.15,1.23,0.42,5.44,2.40%,0.11,9.41%,4.13%,1
GD,General Dynamics Corp,15.56,15.99,2.27%,15.08,3.84,1.33,12.6,9.28%,0.67,25.68%,7.05%,1
GDDY,GoDaddy Inc,108.65,166.39,--,96.51,18.32,4.2,38.55,3.08%,3.57,17.45%,1.98%,1
GDI,Gardner Denver Holdings Inc,55.17,43.1,--,22.41,4.01,2.81,20.49,6.34%,0.89,7.78%,2.93%,1
GDOT,Green Dot Corp,11.56,10.99,--,8.78,1.33,1.13,6.49,11.42%,0,12.40%,5.04%,1
GDP,Goodrich Petroleum Corp,6.28,67.86,--,8.82,1.26,0.88,3.75,1.99%,1.17,31.52%,10.89%,1
GEF,Greif Inc,12.02,12.18,4.07%,11.46,1.84,0.49,5.63,4.16%,2.35,15.47%,4.49%,1
GENC,Gencor Industries Inc,16.11,16.11,--,11.17,1.05,2,13.81,12.54%,0,6.79%,6.34%,1
GENX,Genex Pharmaceutical Inc,0.21,0.21,--,0,0.02,0,0.03,10.58%,0,7.77%,4.76%,1
GEO,Geo Group Inc,11.31,12.72,12.53%,15.32,1.84,0.76,7.09,5.81%,2.65,15.51%,3.58%,1
GES,Guess? Inc,28.31,94.94,1.98%,16.78,2.63,0.56,16.27,0.90%,0.49,9.38%,3.50%,1
GFCJ,Guaranty Financial Corp (DELAWARE),0.02,0.02,--,0.02,0,0,0.02,16.10%,0,10.03%,0.98%,1
GFED,Guaranty Federal Bancshares Inc,11.6,15,2.45%,11.46,1.28,2.72,11.51,18.39%,0.32,11.68%,0.96%,1
GFF,Griffon Corp,18.17,18.24,1.55%,15.19,1.9,0.41,8.47,2.07%,2.29,9.58%,2.19%,1
GGAL,Grupo Financiero Galicia SA,3.8,9.69,1.87%,3.94,0.33,1.2,9.62,18.90%,0.5,54.33%,6.33%,1
GGB,Gerdau SA,23.7,15.34,1.39%,25.8,1.29,0.83,8.1,5.04%,0.54,5.53%,2.76%,1
GGG,Graco Inc,27.06,26.67,1.33%,29.03,8.9,5.34,22.53,20.63%,0.2,37.38%,21.31%,1
GHC,Graham Holdings Co,13.82,12.28,0.90%,616.38,1.07,1.15,8.54,10.07%,0.14,7.88%,4.61%,1
GHG,GreenTree Hospitality Group Ltd,21.81,23.19,--,19.71,4.82,8.69,21.38,42.53%,0,23.15%,13.26%,1
GIII,G-III Apparel Group Ltd,10.59,11.26,--,9.93,1.17,0.47,8.36,4.49%,0.54,11.68%,5.21%,1
GILD,Gilead Sciences Inc,30.89,15.58,3.88%,9.26,4,3.68,11.94,24.69%,1.07,12.46%,4.36%,1
GIS,General Mills Inc,15.08,18.12,3.75%,15.47,4.1,1.88,13.58,10.12%,1.42,29.40%,6.82%,1
GL,Globe Life Inc,15.83,17.15,0.66%,15.4,1.55,2.53,15.82,16.28%,0.18,11.48%,3.00%,1
GLBZ,Glen Burnie Bancorp,23.81,20.49,3.46%,11.55,0.92,2.35,12.31,11.22%,0,3.98%,0.34%,1
GLDD,Great Lakes Dredge & Dock Corp,14.87,65.88,--,14.85,2.85,1.12,12.14,1.77%,1.23,20.76%,6.14%,1
GLGI,Greystone Logistics Inc,10.25,9.06,--,0.43,3.9,0.17,1.98,2.89%,7.42,48.34%,4.80%,1
GLOB,Globant SA,79.55,78.61,--,49,9.85,6.46,55.1,9.88%,0.15,14.15%,9.96%,1
GLOP,GasLog Partners LP,8.28,6.8,14.18%,10.08,1.05,2,4.26,32.77%,1.14,11.21%,4.16%,1
GLP,Global Partners LP,8.54,6.84,10.31%,25.21,1.64,0.05,3.34,0.81%,2.47,19.83%,3.36%,1
GLPI,Gaming and Leisure Properties Inc,29.25,27.72,6.40%,24.18,4.46,8.04,19.26,32.16%,2.73,14.42%,3.84%,1
GLW,Corning Inc,22.15,26.58,2.66%,17.29,2.15,1.98,10.24,9.44%,0.48,10.06%,4.54%,1
GM,General Motors Co,5.78,6.37,4.39%,7.18,1.09,0.34,2.37,5.36%,1.56,20.87%,3.82%,1
GMED,Globus Medical Inc,36.94,34.46,--,31.01,3.95,6.87,26.71,21.95%,0,11.81%,10.88%,1
